canonical_id,canonical_navn,lag,kjede,klinikk_id,behandling_navn_raw,pris_min,pris_max,prisformat,pris_kilde,hentet_dato,inkluderer_raw,ekskluderer_raw
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__klyve_johansen,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__kongens_gate,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__kongensgate,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__kongensgate_50,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__krambugata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__langgata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__majorstuen,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__majorstuen_tannlege,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__majorstuen_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__markegata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__marvika_torv,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__mo_sentrum,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__moa,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__molde_sentrum,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__molleveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__nattlandsfjellet,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__nygaardsgata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__orebekk,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__ovre_tverrgate,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__parkvegen,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__radman_halmrastsvei,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__ramsalt,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__ringveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__rognan_sentrum,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__saeter_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__sagveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__sandstuveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__sentrum,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__skien_tannlege,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__skien_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__solakrossen,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__sorlandsparken,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__st_marie_gate,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__stavanger_sentrum,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__stjernesund,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__storgata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__storgata4,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__storgata_41,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__storsenter_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__stortingsgata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__straume,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__strommen_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tangen_senter,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tannlegehuset_landas,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tannpaleet,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__thor_dahls_gate,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tollbodgata,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tollbodgaten,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tonsberg_smil_tannregulering,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__torkoppveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__torvet,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__trimveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__tromso,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__trondheim_innherredsveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__trondheimsvegen,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__trygve_lies_plass,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__vestre_4_etasje,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__vestre_7_etasje,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__vingveien,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,colosseum,colosseum__wallendahl,Bedøvelse,205,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__bergen_nord,Bedøvelse,230,230,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__bergen_storsenter,Bedøvelse,280,280,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__festningen,Bedøvelse,290,290,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__gimle_kristiansand,Bedøvelse,320,320,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__gyldenloevesgate_kristiansand,Bedøvelse,230,230,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__iristannlegene,Bedøvelse,260,260,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__klette_og_race_moss,Bedøvelse,265,265,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__kolbotn,Bedøvelse,275,275,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__malmbryggen_arendal,Bedøvelse,215,215,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__markens_kristiansand,Bedøvelse,295,295,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__skien,Bedøvelse,190,190,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__tannlegesenteret_taasen,Bedøvelse,240,240,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oc,oc__torget_drammen,Bedøvelse,305,305,fast,klinikk_egen,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__aas,Bedøvelse,225,225,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__asker,Bedøvelse,285,285,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__askim,Bedøvelse,210,210,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__brumunddal,Bedøvelse,300,300,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__drammen,Bedøvelse,260,260,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__hamar,Bedøvelse,200,200,fast,klinikk_egen,2026-05-06,,Ordinær
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__hoenefoss,Bedøvelse,280,280,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__honefoss,Bedøvelse,280,280,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__hov,Bedøvelse,220,220,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__kristiansund,Bedøvelse,260,260,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__kvernberget_kristiansund,Bedøvelse,250,250,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__larvik,Bedøvelse,235,235,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__lillehammer_lilletorget,Bedøvelse,295,295,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__lyngdal,Bedøvelse,285,285,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__molde,Bedøvelse,250,250,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__moss_walle,Bedøvelse,240,240,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__oslo_sentrum,Bedøvelse,290,290,fast,klinikk_egen,2026-05-06,,pr dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__oslo_stovner,Bedøvelse,245,245,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__oslo_ulleval,Bedøvelse,250,250,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__roa,Bedøvelse,210,210,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__sandefjord,Bedøvelse,230,230,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__sandvika,Bedøvelse,250,250,fast,klinikk_egen,2026-05-06,,Ordinær
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__sandvika,Bedøvelse,345,345,fast,klinikk_egen,2026-05-06,,The wand
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__sortland,Bedøvelse,255,255,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__stange,Bedøvelse,250,250,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__stokmarknes,Bedøvelse,255,255,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__strommen_storsenter,Bedøvelse,220,220,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__tonsberg,Bedøvelse,230,280,spread,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__tromso_aba,Bedøvelse,235,235,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__tromso_byporten,Bedøvelse,245,245,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__varna,Bedøvelse,230,230,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,odontia,odontia__volda,Bedøvelse,285,285,fast,klinikk_egen,2026-05-06,,Per dose
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__aal,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__aker_brygge,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__arendal,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__arken_aasane_tannregulering,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__arken_asane,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__askoy,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__bodo,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__bossekop,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__broegelmannhuset,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__brosundet,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__bryn,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__bryne,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__bryne_tannregulering,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__drammen,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__drammen_avd_landfalloya,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__egersund,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__eikas,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__farmannsgate,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__fredrikstad,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__galleri_oslo,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__godtannagol,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__gressvik,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__gronnegata,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__hamar,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__harstad_torv,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__harstad_ved_havet,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__harstadtannlegene,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__haugesund,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__hinna_park,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__hokksund_tannregulering,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__homansbyen,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__hvalertannlegene,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__indre_arna,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__jorpeland,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__kjeveortoped_aavatsmark,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__knapstad,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__kolsas,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__kristiansand,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__kvadraturen_tannregulering,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__leutenhaven,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__lillehammer,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__lokketangen,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__lokkeveien,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__lykkegaarden,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__lysaker,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__maaloy,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__madla,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__martin_stage,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__melhus,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__mo_i_rana,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__moa,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__moelv,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
anesthesia_per_dose,"Bedøvelse, per dose",2,oris,oris__moss_spesialistklinikk,Bedøvelse (enkel injeksjon),210,,fra,sentral,2026-05-06,,
